Date,Median_Unit_Price_$
2020-09-26,0.3307
2020-09-28,0.33490000000000003
2020-10-01,0.3305
2020-10-04,0.2938
2020-10-06,0.32494999999999996
2020-10-13,0.2988
2020-10-25,0.2797142857142857
