Url,Unit_Price_$
https://www.amazon.com/dp/B088TVLW2F,1.758
https://www.amazon.com/dp/B08B5FKLJZ,1.78
https://www.amazon.com/dp/B08HBZZ3MH,1.9
https://www.amazon.com/dp/B0882TV6JM,1.92
https://www.amazon.com/dp/B089KR385Y,1.96
https://www.amazon.com/dp/B087LR59CF,1.9995
https://www.amazon.com/dp/B085BNBZDR,2.0
https://www.amazon.com/dp/B086JTS3D8,2.1
https://www.amazon.com/dp/B08GPJK8TZ,2.52
https://www.amazon.com/dp/B089P1RC2K,2.5989999999999998
https://www.amazon.com/dp/B087M2T7NP,2.625
