Date,Median_Unit_Price_$
2020-09-08,2.121594625
2020-09-15,2.6091048
2020-09-17,2.00537203
2020-09-26,1.9303714500000002
2020-09-28,1.5316874999999999
2020-10-01,2.2910524000000003
2020-10-04,1.9938654
2020-10-06,2.197506791666667
